Reference	ID	Tags	SupportReference	Quote	OrigQuote	Occurrence	Note
12:22	e12i		rc://*/ta/man/translate/figs-explicit	every vision fails	~	0	This means that the visions that the prophets receive and communicate to the people fail to happen. Alternate translation: “every prophetic vision fails to happen”
12:23	q8d7		rc://*/ta/man/translate/figs-explicit	The days have drawn near	~הַ⁠יָּמִ֔ים קָֽרְבוּ֙ אֹת֛⁠וֹ	0	This phrase refers to the days in which Israel will be judged. Alternate translation: “The days of judgment are coming soon”
12:23	d1nt		rc://*/ta/man/translate/figs-activepassive	every vision will be fulfilled	~כָּל חָזֽוֹן וּ⁠דְבַ֖ר	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “I will fulfill every vision”
12:24	ic9f		rc://*/ta/man/translate/figs-metonymy	house of Israel	בֵּ֥ית יִשְׂרָאֵֽל	0	The word “house” is a metonym for the family that lives in the house, in this case the Israelites, the descendants of Jacob over many years. See how you translated this in [Ezekiel 3:1](../03/01.md). Alternate translation: “the Israelite people group”
12:25	u14a		rc://*/ta/man/translate/figs-idiom	I carry out the words that I speak	~תִמָּשֵׁ֖ךְ אֲשֶׁ֨ר אֲדַבֵּ֤ר	0	This idiom means that Yahweh does what he says. Alternate translation: “I do the things that I say”
12:25	tt5d		rc://*/ta/man/translate/figs-explicit	The matter will no longer be delayed	~דָּבָר֙ לֹ֥א ע֑וֹד	0	The “matter” refers to the things that Yahweh says will happen. Alternate translation: “What I say will no longer be delayed” or “What I say will happen soon”
12:25	q5pn			I will speak this word	אֲדַבֵּ֤ר דָּבָר֙ אֲדַבֵּ֤ר דָּבָר֙	0	Alternate translation: “I will speak this message” or “I will speak this prophecy”
12:25	k2w3		rc://*/ta/man/translate/figs-idiom	in your days	בִֽ⁠ימֵי⁠כֶ֞ם	0	This idiom refers to the period of time in which a person lives. Alternate translation: “while you are alive” or “during you lifetime”
12:25	v5wt		rc://*/ta/man/translate/figs-metonymy	rebellious house	~הַ⁠מֶּ֗רִי בֵּ֣ית	0	This is a metonym for the family that lives in the house, in this case the Israelites, the descendants of Jacob over many years. See how you translated this in [Ezekiel 2:5](../02/05.md). Alternate translation: “rebellious people”
12:25	a4fd		rc://*/ta/man/translate/figs-123person	this is the Lord Yahweh’s declaration	~אֲדֹנָ֥⁠י נְאֻ֖ם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Ezekiel 5:11](../05/11.md). Alternate translation: “this is what the Lord Yahweh has declared” or “this is what I, the Lord Yahweh, have declared”
12:26	pru4		rc://*/ta/man/translate/figs-idiom	the word of Yahweh came	וַ⁠יְהִ֥י דְבַר יְהוָ֖ה אֵלַ֥⁠י	0	This is an idiom that is used to introduce something that God told his prophets or his people. See how you translated this in [Ezekiel 3:16](../03/16.md). Alternate translation: “Yahweh spoke this message” or “Yahweh spoke these words”
12:27	c293			Behold	הִנֵּ֤ה	0	The word “Behold” here alerts us to pay attention to the surprising information that follows.
12:27	g561		rc://*/ta/man/translate/figs-metonymy	house of Israel	בֵֽית יִשְׂרָאֵל֙	0	The word “house” is a metonym for the family that lives in the house, in this case the Israelites, the descendants of Jacob over many years. See how you translated this in [Ezekiel 3:1](../03/01.md). Alternate translation: “the Israelite people group”
12:27	e8hv		rc://*/ta/man/translate/figs-parallelism	The vision that he sees is for many days from now, and he prophesies of far off times	~הֶ⁠חָז֛וֹן אֲשֶׁר ה֥וּא חֹזֶ֖ה רַבִּ֑ים לְ⁠יָמִ֣ים לְ⁠יָמִ֣ים רַבִּ֑ים ה֥וּא נִבָּֽא רְחוֹק֖וֹת וּ⁠לְ⁠עִתִּ֥ים	0	These phrases are both ways the people of Israel are saying Ezekiel’s warnings will not happen in their lifetime but will happen far in the future.
12:28	t479		rc://*/ta/man/translate/figs-activepassive	My words will not be delayed any longer	~דָּבָר֙ לֹא תִמָּשֵׁ֥ךְ ע֖וֹד	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “I will no longer delay the word I have spoken” or “I will no longer delay doing what I said I would do”
13:intro	g7xl					0	# Ezekiel 13 General Notes\n\n## Structure and formatting\n\n### False prophets\n\nGod spoke against people who said they were prophesying but had not received any message from God. (See: [[rc://*/tw/dict/bible/kt/prophet]])\n\n## Important figures of speech in this chapter\n\n### Metaphor\n\nGod said of people who encourage others to feel safe even when they continue to sin were not strengthening a wall but just putting whitewash on it to hide the imperfections. (See: [[rc://*/tw/dict/bible/kt/sin]] and [[rc://*/ta/man/translate/figs-metaphor]])
13:1	eh7a		rc://*/ta/man/translate/figs-idiom	the word of Yahweh came	וַ⁠יְהִ֥י דְבַר יְהוָ֖ה אֵלַ֥⁠י	0	This is an idiom that is used to introduce something that God told his prophets or his people. See how you translated this in [Ezekiel 3:16](../03/16.md). Alternate translation: “Yahweh spoke this message” or “Yahweh spoke these words”
13:2	xk9v			Son of man	בֶּן אָדָ֕ם	0	God calls Ezekiel this to emphasize that Ezekiel is only a human being. God is eternal and powerful, but humans are not. See how you translated this in [Ezekiel 2:1](../02/01.md). Alternate translation: “Mortal person” or “Human”
13:2	wva8			prophesying out of their own imaginations	לִ⁠נְבִיאֵ֣י מִ⁠לִּבָּ֔⁠ם	0	Alternate translation: “prophesying only the things that they imagine”
13:3	utk4		rc://*/ta/man/translate/figs-idiom	who follow their own spirit	~אֲשֶׁ֥ר אַחַ֥ר הֹלְכִ֛ים רוּחָ֖⁠ם	0	Here the word “spirit” represents the thoughts and ideas of the person. To “follow” here is an idiom that means to do what their own ideas suggest for them to do. Alternate translation: “who act according to their own ideas”
13:4	m1pb		rc://*/ta/man/translate/figs-simile	like jackals in the wastelands	~כְּ⁠שֻׁעָלִ֖ים הָיֽוּ בָּ⁠חֳרָב֑וֹת	0	Like jackals that scavenge for food and shelter among the abandoned ruins of cities, the prophets are using the destruction of Jerusalem for their own benefit.
13:4	wa76			jackals	כְּ⁠שֻׁעָלִ֖ים	0	wild animals that are related to dogs and that scavenge for food in abandoned places.
13:5	k3rb			the wall around the house of Israel	~וַ⁠תִּגְדְּר֥וּ גָדֵ֖ר בֵּ֣ית יִשְׂרָאֵ֑ל	0	This refers to the wall surrounding the city of Jerusalem.
13:5	l4sl		rc://*/ta/man/translate/figs-metonymy	the house of Israel	~גָדֵ֖ר בֵּ֣ית יִשְׂרָאֵ֑ל	0	The word “house” is a metonym for the family that lives in the house, in this case the Israelites, the descendants of Jacob over many years. See how you translated this in [Ezekiel 3:1](../03/01.md). Alternate translation: “the Israelite people group”
13:5	m2a3		rc://*/ta/man/translate/figs-explicit	resist in battle	לַ⁠עֲמֹ֥ד בַּ⁠מִּלְחָמָ֖ה	0	You can supply the implicit information here. Alternate translation: “resist the enemy armies” or “defend the city”
13:5	nqi9		rc://*/ta/man/translate/figs-explicit	the day of Yahweh	בְּ⁠י֥וֹם יְהוָֽה	0	This refers to the time when Yahweh will judge his people by means of an enemy army. Alternate translation: “the day of Yahweh’s judgment” or “the day when Yahweh judges you by sending enemy armies to attack you”
13:6	bj6l		rc://*/ta/man/translate/figs-idiom	Such and such	יְהוָ֔ה	0	This is a phrase used to refer to anything the prophet may have said. Your language may have another way to say this.
13:6	hv2j			Yahweh’s declaration	נְאֻם	0	Alternate translation: “is what Yahweh has declared”
13:7	dd96		rc://*/ta/man/translate/figs-rquestion	Have you not had false visions … when I myself have not spoken?	~	0	Yahweh uses a question to rebuke the false prophets. Alternate translation: “You have had false visions … because I myself have not spoken.”
13:7	ul2r			had false visions and made false predictions	~שָׁוְא֙ מַֽחֲזֵה חֲזִיתֶ֔ם וּ⁠מִקְסַ֥ם כָּזָ֖ב וּ⁠מִקְסַ֥ם	0	Since the false prophets have not really received a message from Yahweh, what they predict about the future is not true.
13:8	g7d3		rc://*/ta/man/translate/figs-123person	this is the Lord Yahweh’s declaration	~אֲדֹנָ֥⁠י נְאֻ֖ם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Ezekiel 5:11](../05/11.md). Alternate translation: “this is what the Lord Yahweh has declared” or “this is what I, the Lord Yahweh, have declared”
13:9	yjk8		rc://*/ta/man/translate/figs-metonymy	My hand will be against the prophets	~יָדִ֗⁠י וְ⁠הָיְתָ֣ה אֶֽל הַ⁠נְּבִיאִ֞ים	0	Here the word “hand” represents Yahweh’s power. That his hand will be against them is a metaphor that means that he will punish them with his power. Alternate translation: “I will punish the prophets” (See also: [[rc://*/ta/man/translate/figs-metaphor]])
13:9	bvb5			They will not be in the assembly of my people	~לֹֽא בְּ⁠ס֧וֹד עַמִּ֣⁠י	0	This means that Yahweh will not consider these false prophets to be part of the people of Israel.
13:9	lpb9		rc://*/ta/man/translate/figs-activepassive	or enrolled in the record of the house of Israel	~לֹ֣א יִכָּתֵ֔בוּ וּ⁠בִ⁠כְתָ֤ב בֵּֽית יִשְׂרָאֵ֖ל	0	This probably refers to an official record of the citizens of Israel. If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “nor will anyone enroll their names in the record of the house of Israel”
13:9	d6b4		rc://*/ta/man/translate/figs-metonymy	the house of Israel	~בֵּֽית יִשְׂרָאֵ֖ל	0	The word “house” is a metonym for the family that lives in the house, in this case the Israelites, the descendants of Jacob over many years. See how you translated this in [Ezekiel 3:1](../03/01.md). Alternate translation: “the Israelite people group”
13:9	rw99		rc://*/ta/man/translate/figs-explicit	know that I am the Lord Yahweh	~וִ⁠ידַעְתֶּ֕ם אֲנִ֖י אֲנִ֖י אֲדֹנָ֥⁠י יְהוִֽה	0	When Yahweh says that people will know that he is Yahweh, he is implying that they will know that he is the one true God who has supreme authority and power. See how you translated this in [Ezekiel 6:7](../06/07.md). Alternate translation: “understand that I am the Lord Yahweh, the one true God” or “realize that I, the Lord Yahweh, have supreme power and authority”
13:10	j6bq		rc://*/ta/man/translate/figs-metaphor		~	0	# General Information:\n\nIn these verses, Yahweh speaks of the false security that the prophets have given to the people by speaking of peace as if the prophets had built a poorly-constructed wall and covered it over with white paint in order to make it look good.
13:10	gq3b			Because of this	יַ֣עַן	0	The word “this” refers to the prophets reporting false visions to the people and telling them lies.
13:10	w5mi		rc://*/ta/man/translate/figs-metaphor	they led my people astray	~עַמִּ֛⁠י הִטְע֧וּ	0	Yahweh speaks of the prophets deceiving the people and getting them to believe lies as if the prophets had led the people away from the path upon which they should have been walking.
13:10	l5v7		rc://*/ta/man/translate/figs-metaphor	they are building a wall that they will paint with whitewash	~וְ⁠הוּא֙ בֹּ֣נֶה וְ⁠הִנָּ֛⁠ם חַ֔יִץ טָחִ֥ים אֹת֖⁠וֹ תָּפֵֽל	0	Here “a wall” stands for peace and security that the false prophets told the people that Yahweh was promising to give them.
13:10	i365			whitewash	תָּפֵֽל	0	The word “whitewash” refers to a white liquid mixture or paint used to cover up impurities and make surfaces white.
13:11	z2ym			whitewashing	תָפֵ֖ל	0	The word “whitewashing” refers to covering a surface with a white liquid mixture to cover up impurities and make the surface white.
13:11	aee2		rc://*/ta/man/translate/figs-metaphor	I will send hailstones to make it fall down, and a windstorm wind to break it down	שׁוֹטֵ֗ף וְ⁠אַתֵּ֜נָה אַבְנֵ֤י אֶלְגָּבִישׁ֙ תִּפֹּ֔לְנָה וְ⁠ר֥וּחַ סְעָר֖וֹת תְּבַקֵּֽעַ	0	Yahweh refers to the judgment that he will send upon the people as if it were a severe storm that breaks down the wall.
13:11	zn9q			hailstones	אַבְנֵ֤י	0	balls of ice that sometimes falls from the sky during a rainstorm.
13:12	zbu8		rc://*/ta/man/translate/figs-rquestion	Have others not said to you, “Where is the whitewash that you put on it?”	~יֵאָמֵ֣ר הֲ⁠לוֹא֙ יֵאָמֵ֣ר אֲלֵי⁠כֶ֔ם אַיֵּ֥ה הַ⁠טִּ֖יחַ אֲשֶׁ֥ר טַחְתֶּֽם	0	Yahweh asks this rhetorical question to emphasize that others will ask the prophets what happened to their whitewash. Alternate translation: “Others will certainly say to you, ‘Where is the whitewash that you put on it?’”
13:12	d3qf		rc://*/ta/man/translate/figs-rquestion	Where is the whitewash that you put on it?	אַיֵּ֥ה הַ⁠טִּ֖יחַ אֲשֶׁ֥ר טַחְתֶּֽם	0	This could mean: (1) that this is an honest question for which the people expect and answer or (2) this is a rhetorical question that the people ask out of sarcasm. Alternate translation: “The whitewash that you put on it did no good.”
13:13	ap58		rc://*/ta/man/translate/figs-metaphor	I will bring a windstorm … completely destroy it.	~	0	Yahweh refers to the judgment that he will send upon the people as if it were a severe storm that breaks down the wall.
13:13	hsw4			in my rage … in my wrath … in my rage	~	0	Alternate translation: “because of my rage … because of my wrath … because my rage.”
13:14	vm16			lay bare	וְ⁠נִגְלָ֣ה	0	Alternate translation: “uncover”
13:14	hbi9		rc://*/ta/man/translate/figs-metaphor	you will be annihilated in the middle of it all	וּ⁠כְלִיתֶ֣ם בְּ⁠תוֹכָ֔⁠הּ	0	The phrase “in the middle of it all” refers to the stones of the wall that Yahweh will break down. He speaks of destroying the people in his judgment as if the wall would crush them to death when he breaks it down. Alternate translation: “all of its stones will crush you to death”
13:14	lr73			annihilated	וּ⁠כְלִיתֶ֣ם	0	Alternate translation: “destroyed”
13:14	z436		rc://*/ta/man/translate/figs-explicit	know that I am Yahweh	~וִֽ⁠ידַעְתֶּ֖ם כִּֽי אֲנִ֥י אֲנִ֥י יְהוָֽה	0	When Yahweh says that people will know that he is Yahweh, he is implying that they will know that he is the one true God who has supreme authority and power. See how you translated this in [Ezekiel 6:7](../06/07.md). Alternate translation: “understand that I am Yahweh, the one true God” or “realize that I, Yahweh, have supreme power and authority”
13:15	b676			I will annihilate in my fury	~וְ⁠כִלֵּיתִ֤י חֲמָתִ⁠י֙	0	Alternate translation: “Because I am very angry, I will annihilate”
13:15	ctz7			whitewashed it	וּ⁠בַ⁠טָּחִ֥ים אֹת֖⁠וֹ	0	The word “whitewash” refers to a white liquid mixture or paint used to cover up impurities and make surfaces white. See how you translated this in [Ezekiel 13:10](../13/10.md).
13:16	sf6q			the prophets of Israel who prophesied about Jerusalem and who had visions of peace for her	~נְבִיאֵ֣י יִשְׂרָאֵ֗ל הַֽ⁠נִבְּאִים֙ יְר֣וּשָׁלִַ֔ם אֶל לָ֖⁠הּ וְ⁠הַ⁠חֹזִ֥ים חֲז֣וֹן שָׁלֹ֑ם	0	This phrase defines who “the people who whitewashed it” are.
13:16	ey4q			visions of peace for her	~וְ⁠הַ⁠חֹזִ֥ים חֲז֣וֹן שָׁלֹ֑ם	0	The word “her” refers to Jerusalem.
13:17	s26u		rc://*/ta/man/translate/translate-symaction	set your face against the daughters	שִׂ֤ים פָּנֶ֨י⁠ךָ֙ אֶל בְּנ֣וֹת	0	This is a command to stare at the women as a symbol of punishing them. Translate “set your face against” as you did in [Ezekiel 4:3](../04/03.md). Alternate translation: “stare at the daughters”
13:17	ik9n		rc://*/ta/man/translate/figs-metonymy	set your face against	שִׂ֤ים פָּנֶ֨י⁠ךָ֙ אֶל	0	Here “face” is a metonym for attention or gaze, and “set your face” represents staring. Alternate translation: “stare at”
13:17	tq75		rc://*/ta/man/translate/figs-idiom	daughters of your people	בְּנ֣וֹת עַמְּ⁠ךָ֔	0	This idiom refers to women who belong to the same people group as Ezekiel does. Alternate translation: “women of Israel” or “your countrywomen”
13:17	e4gm			prophesy out of their own minds	~וְ⁠הִנָּבֵ֖א מִֽ⁠לִּבְּ⁠הֶ֑ן	0	“prophesying only the things that they think in their own minds.” See how you translated a similar phrase in [Ezekiel 13:2](../13/02.md).
13:17	bns7			prophesy against	~הַ⁠מִּֽתְנַבְּא֖וֹת עֲלֵי⁠הֶֽן	0	“prophesy about the bad things that will happen to them.” See how you translated this in [Ezekiel 4:7](../04/07.md).
13:18	csi2			sew magic charms onto every part of their hand	~לִֽ⁠מְתַפְּר֨וֹת כְּסָת֜וֹת כָּל אַצִּילֵ֣י עַ֣ל נְפָשׁ֑וֹת יָדַ֗⁠י	0	This means that they sew magic charms together and then attach them to their hands, not that they sew them directly onto their hands.
13:18	n6ji			charms	כְּסָת֜וֹת	0	objects believed to have magical powers.
13:18	u8m1		rc://*/ta/man/translate/figs-metaphor	used to hunt down people	~קוֹמָ֖ה לְ⁠צוֹדֵ֣ד הַ⁠נְּפָשׁוֹת֙	0	Yahweh speaks of these women using beauty, mystery, and lies to deceive people as if the people were animals that the women hunted down and trapped with their charms. If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “that they use to hunt down people” (See also: [[rc://*/ta/man/translate/figs-activepassive]])
13:18	u9hw		rc://*/ta/man/translate/figs-explicit	make veils for their heads of every size	~וְ⁠עֹשׂ֧וֹת הַ⁠מִּסְפָּח֛וֹת רֹ֥אשׁ כָּל קוֹמָ֖ה	0	This means that they make veils to put on the heads of people of different height. Alternate translation: “make veils for the heads of women of every stature”
13:18	xte5		rc://*/ta/man/translate/figs-rquestion	Will you hunt down my people but save your own lives?	~תְּצוֹדֵ֣דְנָה לְ⁠עַמִּ֔⁠י תְחַיֶּֽינָה וּ⁠נְפָשׁ֖וֹת לָ⁠כֶ֥נָה תְחַיֶּֽינָה	0	Yahweh asks this as a leading question to rebuke the women who do these things. The implicit answer is, “no.” Alternate translation: “Do not think that you will be able to save your own lives after you have hunted down my people!”
13:19	le52		rc://*/ta/man/translate/figs-parallelism	handfuls of barley and crumbs of bread	בְּ⁠שַׁעֲלֵ֣י שְׂעֹרִים֮ וּ⁠בִ⁠פְת֣וֹתֵי לֶחֶם֒	0	Barley is a grain used to make bread and the word “crumb” is a small amount of bread. Both phrases are small amounts of food and are used to emphasize how small the payment was to the prophetesses.
13:20	j7z4		rc://*/ta/man/translate/figs-metaphor	the magic charms that you have used to ensnare the people’s lives as if they were birds	~כִּסְּתוֹתֵי⁠כֶ֨נָה֙ כִּסְּתוֹתֵי⁠כֶ֨נָה֙ אֲשֶׁ֣ר אַ֠תֵּנָה שָׁ֤ם מְצֹדְד֨וֹת הַ⁠נְּפָשׁוֹת֙ אֶת הִנְ⁠נִ֤י לְ⁠פֹ֣רְח֔וֹת	0	Yahweh speaks of these women using their magic charms to deceive people as if the people were birds that the women trapped with those charms.
13:20	lby4			charms	כִּסְּתוֹתֵי⁠כֶ֨נָה֙	0	objects believed to have magical powers
13:20	u59h			to ensnare	~שָׁ֤ם מְצֹדְד֨וֹת	0	Alternate translation: “to trap” “to catch in a snare”
13:20	f7yi			tear them from your arms	~וְ⁠קָרַעְתִּ֣י אֹתָ֔⁠ם מֵ⁠עַ֖ל הַ⁠נְּפָשׁ֔וֹת זְרוֹעֹֽתֵי⁠כֶ֑ם	0	Alternate translation: “tear the charms from your arms”
13:21	yvk8		rc://*/ta/man/translate/figs-metonymy	rescue my people from your hand	~וְ⁠הִצַּלְתִּ֤י עַמִּ⁠י֙ מִ⁠יֶּדְ⁠כֶ֔ן	0	Here the word “hand” represents power or control. Alternate translation: “rescue my people from your power”
13:21	n5mb		rc://*/ta/man/translate/figs-metonymy	they will no longer be trapped in your hands	~כִּֽי וְ⁠לֹֽא ע֛וֹד יִהְי֥וּ לִ⁠מְצוּדָ֑ה בְּ⁠יֶדְ⁠כֶ֖ן	0	Here the word “hand” represents power or control. Yahweh speaks of the people being in the control of these women as if the women had trapped them with their hands. If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “you will no longer trap them like prey in your hands” or “you will no longer control them with your power” (See also: [[rc://*/ta/man/translate/figs-metaphor]] and [[rc://*/ta/man/translate/figs-activepassive]])
13:22	ua8v		rc://*/ta/man/translate/figs-synecdoche	discourage the heart of the righteous person	הַכְא֤וֹת לֵב צַדִּיק֙	0	Here the word “heart” represents the person and his emotions. Alternate translation: “discourage the righteous person”
13:22	j9vh		rc://*/ta/man/translate/figs-metaphor	turn from his way	שׁ֛וּב	0	To stop doing something is referred to as turning in a different direction. Alternate translation: “stop what he is doing”
13:23	qq2h		rc://*/ta/man/translate/figs-parallelism	have false visions or continue to make predictions	~שָׁ֚וְא תֶחֱזֶ֔ינָה וְ⁠קֶ֖סֶם לֹא תִקְסַ֣מְנָה	0	Both of these phrases refer to talking about what will happen in the future. Alternate translation: “continue to make false predictions”
13:23	vus2		rc://*/ta/man/translate/figs-metonymy	I will rescue my people out of your hand	וְ⁠הִצַּלְתִּ֤י אֶת עַמִּ⁠י֙ מִ⁠יֶּדְ⁠כֶ֔ן	0	Here the word “hand” represents power or control. See how you translated a similar phrase in [Ezekiel 13:21](../13/21.md). Alternate translation: “I will rescue my people from your power”
14:intro	q72w					0	# Ezekiel 14 General Notes\n\n## Special concepts in this chapter\n\n### Jerusalem deserves punishment\n\nWhen the captives from Jerusalem arrive in Babylon, it will be obvious why God has punished them.
14:1	vy2v		rc://*/ta/man/translate/figs-explicit	Some of the elders of Israel came to me and sat before me	~אֲנָשִׁ֔ים מִ⁠זִּקְנֵ֖י יִשְׂרָאֵ֑ל וַ⁠יָּב֤וֹא אֵלַ⁠י֙ וַ⁠יֵּשְׁב֖וּ לְ⁠פָנָֽ⁠י	0	The elders sat before Ezekiel in order to inquire of the Lord through Ezekiel.
14:2	bz2f		rc://*/ta/man/translate/figs-idiom	the word of Yahweh came	וַ⁠יְהִ֥י דְבַר יְהוָ֖ה אֵלַ֥⁠י	0	This is an idiom that is used to introduce something that God told his prophets or his people. See how you translated this in [Ezekiel 3:16](../03/16.md). Alternate translation: “Yahweh spoke this message” or “Yahweh spoke these words”
14:3	g57d			Son of man	בֶּן אָדָ֗ם	0	God calls Ezekiel this to emphasize that Ezekiel is only a human being. God is eternal and powerful, but humans are not. Alternate translation: “Mortal person” or “Human”
14:3	ky9e		rc://*/ta/man/translate/figs-metaphor	have taken their idols into their hearts	~הָ⁠אֲנָשִׁ֤ים גִלּֽוּלֵי⁠הֶם֙ הֶעֱל֤וּ לִבָּ֔⁠ם	0	Yahweh speaks of the elders committing themselves to worshiping idols as if the elders had “taken their idols into their hearts.” Alternate translation: “have devoted themselves to idols”
14:3	qej2		rc://*/ta/man/translate/figs-metaphor	have put the stumbling block of their iniquity before their own faces	~נָתְנ֖וּ עַל וּ⁠מִכְשׁ֣וֹל עֲוֺנָ֔⁠ם נֹ֣כַח פְּנֵי⁠הֶ֑ם	0	Yahweh speaks of the idols that the elders worship as if they were blocks over which the elders stumble, and of being determined to worship those idols as if they had placed those stumbling blocks in front of their faces. Alternate translation: “have resolutely determined to worship the things that lead to iniquity”
14:3	s8bu			stumbling block of their iniquity	וּ⁠מִכְשׁ֣וֹל עֲוֺנָ֔⁠ם	0	This could mean: (1) the idols are a stumbling block that leads to the elders’ iniquity or (2) worshiping idols is an iniquity that causes the elders to stumble.
14:3	lx5m		rc://*/ta/man/translate/figs-rquestion	Should I be inquired of at all by them?	הַ⁠אִדָּרֹ֥שׁ אִדָּרֵ֖שׁ לָ⁠הֶֽם	0	Yahweh asks this rhetorical question to emphasize that the elders should not be inquiring of him. If it would be helpful in your language, you could express this question as a statement. It can also be stated in active form. Alternate translation: “Should I permit them to inquire of me at all?” or “They should not be inquiring of me at all.” (See also: [[rc://*/ta/man/translate/figs-activepassive]])
14:4	te7p			Therefore announce this to them	~לָ⁠כֵ֣ן דַּבֵּר כֹּה אֲלֵי⁠הֶ֜ם	0	The word “them” refers to the “men from the elders of Israel.”
14:4	m2x4		rc://*/ta/man/translate/figs-metonymy	the house of Israel	אִ֣ישׁ מִ⁠בֵּ֣ית יִשְׂרָאֵ֡ל	0	The word “house” is a metonym for the family that lives in the house, in this case the Israelites, the descendants of Jacob over many years. See how you translated this in [Ezekiel 3:1](../03/01.md). Alternate translation: “the Israelite people group”
14:4	ug3h		rc://*/ta/man/translate/figs-metaphor	who takes his idols into his heart	~יַעֲלֶ֨ה אֶת גִּלּוּלָ֜י⁠ו אֶל א֠וֹתָ⁠ם לִבּ֗⁠וֹ	0	Yahweh speaks of the people committing themselves to worshiping idols as if they had taken their idols into their hearts. See how you translated this metaphor in [Ezekiel 14:3](../14/03.md). Alternate translation: “who devotes himself to idols”
14:4	xtx8		rc://*/ta/man/translate/figs-metaphor	who puts the stumbling block of his iniquity before his face	~נֹ֣כַח וּ⁠מִכְשׁ֤וֹל עֲוֺנ⁠וֹ֙ פָּנָ֔י⁠ו	0	Yahweh speaks of the idols that people worship as if they were blocks over which the people stumble, and of being determined to worship those idols as if they had placed those stumbling blocks in front of their faces. See how you translated this metaphor in [Ezekiel 14:3](../14/03.md). Alternate translation: “who resolutely determines to worship the things that lead to iniquity”
14:4	xz4e		rc://*/ta/man/translate/figs-explicit	I, Yahweh, will answer him according to the number of his idols	~אֲנִ֣י יְהוָ֗ה נַעֲנֵ֧יתִי ל֦⁠וֹ ב⁠ה בְּ⁠רֹ֥ב יָשִׂים֙ גִּלּוּלָֽי⁠ו	0	This phrase refers to the many idols that the people worship. It is implied that the severity of Yahweh’s answer will as great as the number of idols that they worship. Alternate translation: “I, Yahweh, will give him the answer that he deserves because he worships so many idols”
14:5	j64j		rc://*/ta/man/translate/figs-metonymy	I may take back the house of Israel in their hearts	~תְּפֹ֥שׂ בֵּֽית יִשְׂרָאֵ֖ל בְּ⁠לִבָּ֑⁠ם	0	Here the word “hearts” represents the minds and affections of the people. Yahweh speaks of causing them to be devoted to him once again as if he were to capture their hearts. Alternate translation: “I will cause the people of Israel to be devoted to me again” (See also: [[rc://*/ta/man/translate/figs-metaphor]])
14:5	de8y		rc://*/ta/man/translate/figs-metonymy	their hearts that have been driven far from me through their idols	~בְּ⁠לִבָּ֑⁠ם כֻּלָּֽ⁠ם נָזֹ֨רוּ֙ מֵֽ⁠עָלַ֔⁠י בְּ⁠גִלּֽוּלֵי⁠הֶ֖ם	0	Here the word “hearts” represents the minds and affections of the people. If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “who have all left me to worship their idols” (See also: [[rc://*/ta/man/translate/figs-activepassive]])
14:6	py23		rc://*/ta/man/translate/figs-metonymy	the house of Israel	בֵּ֣ית יִשְׂרָאֵ֗ל	0	The word “house” is a metonym for the family that lives in the house, in this case the Israelites, the descendants of Jacob over many years. See how you translated this in [Ezekiel 3:1](../03/01.md). Alternate translation: “the Israelite people group”
14:6	a97y		rc://*/ta/man/translate/figs-parallelism	Repent and turn away from your idols! Turn back your faces from all your abominations	~הָשִׁ֥יבוּ וּ⁠מֵ⁠עַ֥ל שׁ֣וּבוּ מֵ⁠עַ֖ל גִּלּֽוּלֵי⁠כֶ֑ם וְ⁠הָשִׁ֔יבוּ פְנֵי⁠כֶֽם כָּל תּוֹעֲבֹתֵי⁠כֶ֖ם	0	Both of these phrases are ways to tell the people of Israel to stop worshiping idols.
14:6	fs6a		rc://*/ta/man/translate/figs-doublet	Repent and turn away	~הָשִׁ֥יבוּ וּ⁠מֵ⁠עַ֥ל שׁ֣וּבוּ	0	The words “repent” and “turn way” mean basically the same thing. Together they strengthen the command to stop worshiping idols.
14:6	qdy3		rc://*/ta/man/translate/figs-synecdoche	Turn back your faces	~וְ⁠הָשִׁ֔יבוּ פְנֵי⁠כֶֽם	0	Here the word “faces” represents the people. Alternate translation: “Turn back”
14:7	g5x6		rc://*/ta/man/translate/figs-metonymy	the house of Israel	מִ⁠בֵּ֣ית יִשְׂרָאֵ֗ל	0	The word “house” is a metonym for the family that lives in the house, in this case the Israelites, the descendants of Jacob over many years. See how you translated this in [Ezekiel 3:1](../03/01.md). Alternate translation: “the Israelite people group”
14:7	ysu8		rc://*/ta/man/translate/figs-metaphor	who takes his idols into his heart	~וְ⁠יַ֤עַל גִּלּוּלָי⁠ו֙ יָשִׂ֖ים לִבּ֔⁠וֹ	0	Yahweh speaks of the people committing themselves to worshiping idols as if they had taken their idols into their hearts. See how you translated this metaphor in [Ezekiel 14:3](../14/03.md). Alternate translation: “who devotes himself to idols”
