Reference	ID	Tags	SupportReference	Quote	OrigQuote	Occurrence	Note
3:2	a52d		rc://*/ta/man/translate/figs-explicit	Therefore I will punish you for all your sins	עַל כֵּן֙ אֶפְקֹ֣ד עֲלֵי⁠כֶ֔ם אֵ֖ת כָּל עֲוֺנֹֽתֵי⁠כֶֽם	0	It can be stated clearly that they did not obey God. Alternate translation: “But you did not obey me. Therefore I will punish you for all your sins”
3:3	c422		rc://*/ta/man/translate/figs-rquestion		~	0	# General Information:\n\nAmos uses the questions in verses 3–6 to present examples of things that people already know about what causes things to happen and what are the results of things that happen.
3:3	bg7x		rc://*/ta/man/translate/figs-rquestion	Will two walk together unless they have agreed?	~הֲ⁠יֵלְכ֥וּ שְׁנַ֖יִם הֲ⁠יֵלְכ֥וּ יַחְדָּ֑ו בִּלְתִּ֖י אִם נוֹעָֽדוּ	0	Amos uses this question to remind people of what they already know about what must happen in order for two people to walk together. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “Two people will walk together only if they have first agreed to walk together.” or “You know that two people will walk together only if they have agreed to do that.”
3:4	hd72		rc://*/ta/man/translate/figs-rquestion	Will a lion roar in the forest when he has no victim?	~הֲ⁠יִשְׁאַ֤ג אַרְיֵה֙ הֲ⁠יִשְׁאַ֤ג בַּ⁠יַּ֔עַר וְ⁠טֶ֖רֶף ל֑⁠וֹ אֵ֣ין וְ⁠טֶ֖רֶף	0	Amos uses this question to remind people of what they already know about what causes a lion to roar. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “A lion will roar in the forest only when he has a victim.”
3:4	h1hn		rc://*/ta/man/translate/figs-rquestion	Will a young lion growl from his den if he has caught nothing?	~הֲ⁠יִתֵּ֨ן קוֹל⁠וֹ֙ כְּפִ֤יר הֲ⁠יִתֵּ֨ן קוֹל⁠וֹ֙ מִ⁠מְּעֹ֣נָת֔⁠וֹ אִם לָכָֽד בִּלְתִּ֖י	0	Amos uses this question to remind people of what they already know about what causes a lion to growl. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “A young lion will growl from his den only if he has caught something.”
3:5	cw5t		rc://*/ta/man/translate/figs-rquestion		~	0	# General Information:\n\nAmos uses the questions in verses 3–6 to present examples of things that people already know about what causes things to happen and what are the results of things that happen.
3:5	v6h4		rc://*/ta/man/translate/figs-rquestion	Can a bird fall in a trap on the ground when no bait is set for him?	~הֲ⁠תִפֹּ֤ל צִפּוֹר֙ הֲ⁠תִפֹּ֤ל עַל פַּ֣ח הָ⁠אָ֔רֶץ וּ⁠מוֹקֵ֖שׁ אֵ֣ין וּ⁠מוֹקֵ֖שׁ לָ֑⁠הּ	0	Amos uses this question to remind people of what they already know about what causes a bird to fall into a trap. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “A bird can fall into a trap on the ground only when bait has been set for him.”
3:5	j71c		rc://*/ta/man/translate/figs-rquestion	Will a trap spring up from the ground when it has not caught anything?	~הֲ⁠יַֽעֲלֶה פַּח֙ הֲ⁠יַֽעֲלֶה מִן הָ֣⁠אֲדָמָ֔ה וְ⁠לָכ֖וֹד יִלְכּֽוֹד לֹ֥א יִלְכּֽוֹד וְ⁠לָכ֖וֹד	0	Amos uses this question to remind people of what they already know about what causes a trap to spring up. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “A trap will spring up from the ground only when it has caught something.”
3:5	n19f			Will a trap spring up from the ground	~הֲ⁠יַֽעֲלֶה פַּח֙ הֲ⁠יַֽעֲלֶה מִן הָ֣⁠אֲדָמָ֔ה	0	This refers to a trap closing. When an animal steps on a trap, the trap closes and the animal cannot get out of it. Alternate translation: “Will a trap close”
3:6	u2xq		rc://*/ta/man/translate/figs-rquestion	If a trumpet sounds in a city, will the people not tremble?	~אִם שׁוֹפָר֙ יִתָּקַ֤ע בְּ⁠עִ֔יר יֶחֱרָ֑דוּ וְ⁠עָ֖ם לֹ֣א יֶחֱרָ֑דוּ	0	Amos uses this question to remind people of what they already know about what happens when a trumpet sounds. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “When the trumpet sounds in the city, the people will tremble.” or “When the trumpet sounds in the city, we expect that people will tremble.”
3:6	yr88		rc://*/ta/man/translate/figs-explicit	If a trumpet sounds in a city	~אִם שׁוֹפָר֙ יִתָּקַ֤ע בְּ⁠עִ֔יר	0	The purpose of sounding the trumpet is to warn people that enemies are about to attack the city. Alternate translation: “If someone blows the trumpet in the city to warn the people about an enemy attack” or “If the warning trumpet is blown in the city”
3:6	y7gn		rc://*/ta/man/translate/figs-explicit	tremble	יֶחֱרָ֑דוּ	0	The reason for trembling can be stated clearly. Alternate translation: “tremble because they are afraid” or “be afraid of the enemy and tremble”
3:6	h6pa		rc://*/ta/man/translate/figs-rquestion	If disaster overtakes a city, has Yahweh not sent it?	~אִם רָעָה֙ תִּהְיֶ֤ה בְּ⁠עִ֔יר עָשָֽׂה וַ⁠יהוָ֖ה לֹ֥א עָשָֽׂה	0	Amos uses this question to remind the people of what they should already know about what causes a disaster. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “If disaster overtakes a city, Yahweh has sent it.” or “If disaster overtakes a city, we know that Yahweh has sent it.”
3:6	ffj9		rc://*/ta/man/translate/figs-metaphor	If disaster overtakes a city,	~אִם רָעָה֙ תִּהְיֶ֤ה בְּ⁠עִ֔יר	0	Something terrible happening to a city is spoken of as if disaster overtakes it.
3:7	rg1r		rc://*/ta/man/translate/figs-explicit	Surely the Lord Yahweh will do nothing unless … the prophets	~	0	The relationship between this sentence and the rhetorical questions in [Amos 3:3](../03/03.md) to [Amos 3:6](./06.md) can be shown with the words “So also.” Alternate translation: “So also, the Lord Yahweh will do nothing unless … the prophets”
3:7	v3ey		rc://*/ta/man/translate/figs-doublenegatives	Surely the Lord Yahweh will do nothing unless he reveals … prophets	~	0	This can be stated positively. Alternate translation: “Surely the Lord Yahweh will reveal … prophets before he does anything” or “So also, the Lord will punish people only if he has revealed his plan to his servants the prophets”
3:8	b8bk		rc://*/ta/man/translate/figs-rquestion	The lion has roared; who will not fear?	~אַרְיֵ֥ה שָׁאָ֖ג מִ֣י יִירָ֑א לֹ֣א יִירָ֑א	0	Amos uses this question to remind people of what people do when a lion roars. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “The lion has roared; so we know that everyone will be afraid.” or “The lion has roared; so of course everyone will be afraid.”
3:8	ext3		rc://*/ta/man/translate/figs-rquestion	The Lord Yahweh has spoken; who will not prophesy?	~אֲדֹנָ֤⁠י יְהוִה֙ דִּבֶּ֔ר מִ֖י יִנָּבֵֽא לֹ֥א יִנָּבֵֽא	0	Amos uses this question to emphasize what people should already know about what prophets do when God speaks. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “The Lord Yahweh has spoken; so we know that the prophets will prophesy.” or “The Lord Yahweh has spoken; so of course the prophets will prophesy.”
3:9	lte7			Assemble yourselves	הֵאָֽסְפוּ֙	0	This command is to Israel’s enemies in Ashdod and Egypt.
3:9	qpm1		rc://*/ta/man/translate/figs-personification	see what great confusion is in her	~וּ⁠רְא֞וּ מְהוּמֹ֤ת רַבּוֹת֙ מְהוּמֹ֤ת בְּ⁠תוֹכָ֔⁠הּ	0	The word “her” refers to the city of Samaria. Cities were often spoken of as if they were women.
3:9	s3x8		rc://*/ta/man/translate/figs-explicit	what great confusion is in her	~מְהוּמֹ֤ת רַבּוֹת֙ מְהוּמֹ֤ת בְּ⁠תוֹכָ֔⁠הּ	0	Here “great confusion is in her” refers to people’s fear because of the fighting and rioting there. The word “confusion” can be translated with a verbal phrase to make this meaning explicit. Alternate translation: “how the people in Samaria riot” or “how the people in Samaria fight against one another” (See also: [[rc://*/ta/man/translate/figs-abstractnouns]])
3:9	w5vx		rc://*/ta/man/translate/figs-abstractnouns	what oppression is in her	וַ⁠עֲשׁוּקִ֖ים בְּ⁠קִרְבָּֽ⁠הּ	0	Here “oppression is in her” refers to leaders in Samaria oppressing the people. If your language does not use an abstract noun for the idea behind the word **oppress**, you can express the same idea with a verbal form such as “oppress” or “cause to suffer.” Alternate translation: “how the leaders oppress people” or “and how they cause people to suffer”
3:10	qk73			For they do not know how to do right	~וְ⁠לֹֽא יָדְע֥וּ וְ⁠לֹֽא יָדְע֥וּ עֲשׂוֹת נְכֹחָ֖ה	0	The word “they” refers to the people of Samaria.
3:10	v5xa		rc://*/ta/man/translate/figs-metonymy	They store up violence and destruction	הָ⁠אֽוֹצְרִ֛ים חָמָ֥ס וָ⁠שֹׁ֖ד	0	Here “violence and destruction” represent things they have taken by being violent and destructive. Alternate translation: “They store up things that they have violently stolen from others”
3:11	zag9		rc://*/ta/man/translate/figs-explicit	Therefore, this is what the Lord Yahweh says	~לָ⁠כֵ֗ן כֹּ֤ה אֲדֹנָ֣⁠י יְהוִ֔ה אָמַר֙	0	It can be stated clearly who God was saying this to. Alternate translation: “Therefore, this is what the Lord Yahweh says to the people of Israel living in Samaria”
3:11	av1v			An enemy will surround the land	צַ֖ר וּ⁠סְבִ֣יב הָ⁠אָ֑רֶץ	0	Alternate translation: “An enemy army will surround the land”
3:11	njz8			plunder your fortresses	וְ⁠נָבֹ֖זּוּ אַרְמְנוֹתָֽיִ⁠ךְ	0	Alternate translation: “steal all the things in your fortresses”
3:12	j2v9		rc://*/ta/man/translate/figs-simile	As the shepherd rescues … so will the people of Israel … be rescued	~	0	The Lord compares the people of Israel being rescued with an unsuccessful attempt to rescue an animal from a lion. They will not be completely rescued.
3:12	d9dl		rc://*/ta/man/translate/figs-explicit	As the shepherd rescues out of the mouth of the lion two legs only, or a piece of an ear	~כַּ⁠אֲשֶׁר֩ הָ⁠רֹעֶ֜ה יַצִּ֨יל מִ⁠פִּ֧י הָ⁠אֲרִ֛י שְׁתֵּ֥י כְרָעַ֖יִם א֣וֹ בְדַל אֹ֑זֶן	0	It can be stated clearly that the shepherd tries to rescue the whole animal. Alternate translation: “As the shepherd tries to rescue an animal from the lion’s mouth, but is able to save only two legs or a piece of an ear”
3:12	t7nu		rc://*/ta/man/translate/figs-genericnoun	As the shepherd … the lion	~	0	Here the phrases “the shepherd” and “the lion” refer to any shepherd or lion. Alternate translation: “As a shepherd … a lion”
3:12	wn55			they will be left with only the corner of a couch or a piece of a bed	~	0	This phrase shows that they will not be completely rescued. Almost all of their possessions will be stolen. This passage in Hebrew is difficult to understand, and some modern versions interpret it differently.
3:12	ln9g			couch	מִטָּ֖ה	0	This is a soft chair big enough to lie down on.
3:13	u9dn		rc://*/ta/man/translate/figs-metonymy	the house of Jacob	בְּ⁠בֵ֣ית יַֽעֲקֹ֑ב	0	The word “house” is a metonym for the family that lives in the house. In this case it refers to Jacob’s descendants. They were the people of Israel. Alternate translation: “the descendants of Jacob”
3:13	tw5j		rc://*/ta/man/translate/figs-123person	this is the declaration of the Lord Yahweh, the God of hosts	נְאֻם אֲדֹנָ֥⁠י יְהוִ֖ה אֱלֹהֵ֥י הַ⁠צְּבָאֽוֹת	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated the similar phrase “this is Yahweh’s declaration” in [Amos 2:11](../02/11.md). Alternate translation: “this is what the Lord Yahweh, the God of hosts, has declared” or “this is what I, the Lord Yahweh, the God of hosts, have declared”
3:14	agr5			in the day that I punish the sins of Israel	~	0	Alternate translation: “when I punish the sins of Israel”
3:14	z44y		rc://*/ta/man/translate/figs-metonymy	I will also punish the altars of Bethel	~	0	People sinned against God by worshiping false gods at their altars. Here “punish the altars” represents punishing the people by destroying their altars. Alternate translation: “I will also destroy the altars at Bethel”
3:14	cy5d		rc://*/ta/man/translate/figs-activepassive	The horns of the altar will be cut off and fall to the ground	~קַרְנ֣וֹת הַ⁠מִּזְבֵּ֔חַ וְ⁠נִגְדְּעוּ֙ וְ⁠נָפְל֖וּ לָ⁠אָֽרֶץ	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “Your enemies will cut off the horns of the altars, and the horns will fall to the ground”
3:14	gi8t			horns of the altar	קַרְנ֣וֹת הַ⁠מִּזְבֵּ֔חַ	0	People worshiped false gods at their altars. At the top corners of the altars there were pieces of metal shaped like bull horns. These horns were a symbol of the strength of their gods.
3:15	r11p		rc://*/ta/man/translate/figs-genericnoun	the winter house with the summer house	~בֵית הַ⁠חֹ֖רֶף בֵית עַל בֵּ֣ית הַ⁠קָּ֑יִץ בֵּ֣ית	0	Some of the wealthy people had two houses: one that they lived in during the winter and one that they lived in during the summer. This refers to any winter and summer houses. Alternate translation: “the houses they live in during the winter and the houses they live in during the summer”
3:15	w3z9		rc://*/ta/man/translate/figs-personification	The houses of ivory will perish	~בָּתֵּ֣י הַ⁠שֵּׁ֗ן וְ⁠אָבְד֞וּ	0	God speaks of the houses being destroyed as if they were alive and would die. Alternate translation: “The houses of ivory will be destroyed” or “The houses of ivory will collapse”
3:15	law2			The houses of ivory	בָּתֵּ֣י הַ⁠שֵּׁ֗ן	0	“the houses that are decorated with ivory.” This refers to houses that had decorations made of ivory on the walls and furniture. Ivory was very expensive, so only the wealthy people had things decorated with ivory.
3:15	i8hw			ivory	הַ⁠שֵּׁ֗ן	0	the teeth and horns of large animals
3:15	vic1		rc://*/ta/man/translate/figs-metaphor	the large houses will vanish	~בָּתִּ֥ים רַבִּ֖ים בָּתִּ֥ים וְ⁠סָפ֛וּ	0	“the large houses will exist no more.” Here “vanish” represents being destroyed. Alternate translation: “the large houses will be destroyed”
3:15	n6kq		rc://*/ta/man/translate/figs-123person	this is Yahweh’s declaration	~נְאֻם נְאֻם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Amos 2:11](../02/11.md). Alternate translation: “this is what Yahweh has declared” or “this is what I, Yahweh, have declared”
4:intro	wy7z					0	# Amos 4 General Notes\n\n## Structure and formatting\n\nThis chapter is written in poetic form and is about the people’s refusal to listen to Yahweh even as he tries to point them back to himself.\n\n## Special concepts in this chapter\n\n### Repetition\n\nThis chapter contains a repeated sentence: “Yet you have not returned to me —this is Yahweh’s declaration.” Please make sure this sentence is translated the same way each time to show the repetition. This repetition produces a list of sins Yahweh is mounting against his people. (See: [[rc://*/tw/dict/bible/kt/sin]] and [[rc://*/tw/dict/bible/kt/peopleofgod]])
4:1	jn6e		rc://*/ta/man/translate/figs-metaphor	you cows of Bashan, you who are in the mountain of Samaria	פָּר֤וֹת הַ⁠בָּשָׁן֙ אֲשֶׁר֙ בְּ⁠הַ֣ר שֹֽׁמְר֔וֹן	0	Amos speaks to the women of Israel who live in Samaria as if they were well-fed cows. Alternate translation: “you wealthy women who live in the mountains of Samaria, you who are like the well-fed cows of Bashan”
4:1	w7hi		rc://*/ta/man/translate/figs-nominaladj	you who oppress the poor	הָ⁠עֹשְׁק֣וֹת דַּלִּ֔ים	0	The phrase “the poor” refers to poor people. Alternate translation: “you who oppress poor people”
4:1	mg4u		rc://*/ta/man/translate/figs-metaphor	you who crush the needy	הָ⁠רֹצְצ֖וֹת אֶבְיוֹנִ֑ים	0	Hear “crush” is a metaphor that represents treating people badly. The phrase “the needy” refers to people who need help. Alternate translation: “you who treat needy people badly” or “you who hurt needy people” (See also: [[rc://*/ta/man/translate/figs-nominaladj]])
4:2	vj2b			The Lord Yahweh has sworn by his holiness	~אֲדֹנָ֤⁠י יְהוִה֙ נִשְׁבַּ֨ע בְּ⁠קָדְשׁ֔⁠וֹ	0	This means that Yahweh promised that he would do something, and he assured people that he would do what he promised because he is holy.
4:2	znn4			the days will come on you	יָמִ֖ים בָּאִ֣ים עֲלֵי⁠כֶ֑ם	0	The word “you” refers to the wealthy women of Israel who lived in Samaria, but also includes men.
4:2	d7kr		rc://*/ta/man/translate/figs-metaphor	the days will come on you when they will take you away with hooks	~יָמִ֖ים בָּאִ֣ים עֲלֵי⁠כֶ֑ם וְ⁠נִשָּׂ֤א אֶתְ⁠כֶם֙ וְ⁠נִשָּׂ֤א בְּ⁠צִנּ֔וֹת	0	A time in the future when bad things will happen to the people is spoken of as if those days will attack the people. The word “they” refers to their enemies. Alternate translation: “There will be a time when your enemies will take you away with hooks”
4:2	xgg4		rc://*/ta/man/translate/figs-parallelism	they will take you away with hooks, the last of you with fishhooks	~וְ⁠נִשָּׂ֤א אֶתְ⁠כֶם֙ וְ⁠נִשָּׂ֤א בְּ⁠צִנּ֔וֹת וְ⁠אַחֲרִיתְ⁠כֶ֖ן בְּ⁠סִיר֥וֹת דּוּגָֽה	0	These two phrases mean basically the same thing and emphasize that the enemy will capture the people like people catch fish. Alternate translation: “they will capture you as people capture animals, and they take you away” or “they will defeat you and cruelly force you to go away with them” (See also: [[rc://*/ta/man/translate/figs-metaphor]])
4:3	knp3			Connecting Statement:	~	0	# Connecting Statement:\n\nGod continues to speak to the people of Israel.
4:3	yu6h			breaks in the city wall	וּ⁠פְרָצִ֥ים	0	places where the enemy had broken down the city wall to enter
4:3	zrg7		rc://*/ta/man/translate/figs-activepassive	you will be thrown out toward Harmon	וְ⁠הִשְׁלַכְתֶּ֥נָה הַ⁠הַרְמ֖וֹנָ⁠ה	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “they will throw you out toward Harmon” or “your enemies will force you to leave the city and go toward Harmon”
4:3	zu7p		rc://*/ta/man/translate/translate-names	Harmon	הַ⁠הַרְמ֖וֹנָ⁠ה	0	This is either the name of a place that we do not know, or it refers to Mount Hermon. Some modern versions interpret it in that way.
4:3	th6y		rc://*/ta/man/translate/figs-123person	this is Yahweh’s declaration	~נְאֻם נְאֻם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated these words in [Amos 2:11](../02/11.md). Alternate translation: “this is what Yahweh has declared” or “this is what I, Yahweh, have declared”
4:4	l9eu				~	0	# General Information:\n\nGod gives several commands in verse 4, but he does so to show that he is angry
4:4	sca9			Connecting Statement:	~	0	# Connecting Statement:\n\nGod continues to speak to the people of Israel.
4:4	plw6		rc://*/ta/man/translate/figs-irony	Go to Bethel and sin, to Gilgal and multiply sin	~בֹּ֤אוּ בֵֽית אֵל֙ וּ⁠פִשְׁע֔וּ וּ⁠פִשְׁע֔וּ הַ⁠גִּלְגָּ֖ל הַרְבּ֣וּ לִ⁠פְשֹׁ֑עַ	0	People would go to Bethel and Gilgal to make sacrifices to God, but they kept sinning anyway. God makes these commands to show that he is angry with them for doing these things. These commands can be expressed as statements. Alternate translation: “You go to Bethel to worship, but you sin. You go to Gilgal to worship, but you sin even more”
4:4	rpw1		rc://*/ta/man/translate/figs-irony	bring your sacrifices … every three days	~	0	God makes these commands in order to show the people that he is angry that even though they do these things, they continue to sin against him in other ways. These commands can be expressed as statements. Alternate translation: “You bring your sacrifices … every three days, but it does you no good.”
4:4	nz43			every three days	לִ⁠שְׁלֹ֥שֶׁת יָמִ֖ים	0	This could mean: (1) on the third day or (2) every third day. Some versions have “every three years,” because the Israelites were supposed to bring their tithes to God once every three years.
4:5	uc1y		rc://*/ta/man/translate/figs-irony	Offer a thanksgiving sacrifice … proclaim freewill offerings; announce them, for this pleases	~	0	God makes these commands in order to show the people that even though they do these things, he is angry because they continue to sin against him in other ways. Use the form in your language that shows that they will do these things no matter what Yahweh says, but these things will do them no good.
4:5	m5ne			announce them	הַשְׁמִ֑יעוּ	0	Alternate translation: “boast about them”
4:5	xk7i		rc://*/ta/man/translate/figs-explicit	for this pleases you, you people of Israel	~	0	Yahweh rebukes them for being proud about their offerings and sacrifices. They think that God should be pleased with them, but he is not. Alternate translation: “for this pleases you, you people of Israel. But it does not please me”
4:5	td4d		rc://*/ta/man/translate/figs-123person	this is the declaration of the Lord Yahweh	נְאֻ֖ם אֲדֹנָ֥⁠י יְהוִֽה	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated the similar phrase “this is Yahweh’s declaration” in [Amos 2:11](../02/11.md). Alternate translation: “this is what the Lord Yahweh declares” or “this is what I, the Lord Yahweh, have declared”
4:6	tx4m			Connecting Statement:	~	0	# Connecting Statement:\n\nGod continues to speak to the people of Israel.
4:6	d7qd		rc://*/ta/man/translate/figs-metonymy	I gave you cleanness of teeth	~	0	Here having clean teeth represents having no food in the mouth to make the teeth dirty. Alternate translation: “I caused you to starve”
4:6	fi56		rc://*/ta/man/translate/figs-metonymy	lack of bread	וְ⁠חֹ֣סֶר לֶ֔חֶם	0	Giving them “lack of bread” represents causing them to lack bread, and “bread” represents food in general. Alternate translation: “I caused you not to have enough food”
4:6	j831		rc://*/ta/man/translate/figs-metaphor	you have not returned to me	~שַׁבְתֶּ֥ם וְ⁠לֹֽא שַׁבְתֶּ֥ם עָדַ֖⁠י	0	Returning to God represents submitting again to him. Alternate translation: “you have not submitted again to me”
4:6	vsj8		rc://*/ta/man/translate/figs-123person	this is Yahweh’s declaration	~נְאֻם נְאֻם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated these words in [Amos 2:11](../02/11.md). Alternate translation: “this is what Yahweh has declared” or “this is what I, Yahweh, have declared”
4:7	emt8			I also withheld rain from you	~אָנֹכִי֩ וְ⁠גַ֣ם מָנַ֨עְתִּי אֶת הַ⁠גֶּ֗שֶׁם מִ⁠כֶּ֜ם	0	Alternate translation: “I prevented the rain from falling on your crops”
4:7	zv4m		rc://*/ta/man/translate/figs-explicit	when there were still three months to the harvest	בְּ⁠ע֨וֹד שְׁלֹשָׁ֤ה חֳדָשִׁים֙ לַ⁠קָּצִ֔יר	0	It can be stated clearly that the people needed the rain. Alternate translation: “when there were still three months to the harvest and your crops needed the rain”
4:7	nmf3		rc://*/ta/man/translate/figs-activepassive	One piece of land was rained on	~אַחַת֙ חֶלְקָ֤ה תִּמָּטֵ֔ר	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. The phrase “One piece of land” represents any piece of land.” Alternate translation: “It rained on one piece of land” or “It rained on some pieces of land”
4:7	uw18		rc://*/ta/man/translate/figs-genericnoun	the piece of land where it did not rain	~	0	This refers to any piece of land where it did not rain. Alternate translation: “the pieces of land where it did not rain”
4:8	sd8l		rc://*/ta/man/translate/figs-metonymy	Two or three cities staggered	~שְׁתַּיִם֩ שָׁלֹ֨שׁ עָרִ֜ים וְ⁠נָע֡וּ	0	Here “cities” represents the people of those cities. Alternate translation: “The people of two or three cities staggered”
4:8	ly7z		rc://*/ta/man/translate/figs-metaphor	you have not returned to me	~שַׁבְתֶּ֥ם וְ⁠לֹֽא שַׁבְתֶּ֥ם עָדַ֖⁠י	0	Returning to God represents submitting again to him. See how you translated this in [Amos 4:6](../04/06.md). Alternate translation: “you have not submitted again to me”
4:8	p5ip		rc://*/ta/man/translate/figs-123person	this is Yahweh’s declaration	~נְאֻם נְאֻם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated these words in [Amos 2:11](../02/11.md). Alternate translation: “this is what Yahweh has declared” or “this is what I, Yahweh, have declared”
4:9	cz91		rc://*/ta/man/translate/figs-metonymy	I afflicted you with blight and mildew	הִכֵּ֣יתִי אֶתְ⁠כֶם֮ בַּ⁠שִּׁדָּפ֣וֹן וּ⁠בַ⁠יֵּרָקוֹן֒	0	Here “afflicted you” represents afflicting their crops. Alternate translation: “I afflicted your crops with blight and mildew” or “I destroyed your crops with blight and mildew”
4:9	s18c			blight	בַּ⁠שִּׁדָּפ֣וֹן	0	This is a disease that dries and kills plants. It is caused by the hot wind from the desert.
4:9	q9at			mildew	וּ⁠בַ⁠יֵּרָקוֹן֒	0	This is another disease that kills plants.
4:10	e3iy			I sent a plague on you as on Egypt	~	0	Alternate translation: “I sent a plague on you as I did on Egypt” or “I sent a plague on you as I sent plagues on Egypt”
4:10	uqf3			I sent a plague on you	~שִׁלַּ֨חְתִּי דֶּ֨בֶר֙ בָ⁠כֶ֥ם	0	Alternate translation: “I caused terrible things to happen to you”
4:10	d4vk		rc://*/ta/man/translate/figs-metonymy	I killed your young men with the sword	~הָרַ֤גְתִּי בַּח֣וּרֵי⁠כֶ֔ם בַ⁠חֶ֨רֶב֙	0	Here “the sword” represents battle. God killed them by sending enemies to fight against them. Alternate translation: “I made your enemies kill your men in battle”
4:10	g3ig		rc://*/ta/man/translate/figs-metonymy	carried away your horses	~שְׁבִ֣י עִ֖ם סֽוּסֵי⁠כֶ֑ם	0	God speaks of causing the enemies to steal their horses as if he carried the horses away. Alternate translation: “I made your enemies take away your horses”
4:10	l8vu		rc://*/ta/man/translate/figs-metonymy	made the stench of your camp come up to your nostrils	~וָ⁠אַעֲלֶ֞ה בְּאֹ֤שׁ מַחֲנֵי⁠כֶם֙ וָ⁠אַעֲלֶ֞ה וּֽ⁠בְ⁠אַפְּ⁠כֶ֔ם	0	A stench is a bad smell. The stench coming up to their nostrils represents them smelling something terrible. It can be stated clearly that the smell was from the dead bodies of those who were killed. Alternate translation: “I made you smell the terrible odor of the dead bodies in your camp” (See also: [[rc://*/ta/man/translate/figs-explicit]])
4:10	fz6m		rc://*/ta/man/translate/figs-metaphor	you have not returned to me	~שַׁבְתֶּ֥ם וְ⁠לֹֽא שַׁבְתֶּ֥ם עָדַ֖⁠י	0	Returning to God represents submitting again to him. See how you translated this in [Amos 4:6](../04/06.md). Alternate translation: “you have not submitted again to me”
4:10	lz2s		rc://*/ta/man/translate/figs-123person	this is Yahweh’s declaration	~נְאֻם נְאֻם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated these words in [Amos 2:11](../02/11.md). Alternate translation: “this is what Yahweh has declared” or “this is what I, Yahweh, have declared”
4:11	cjh1		rc://*/ta/man/translate/figs-metaphor	You were like a burning stick snatched out of the fire	וַ⁠תִּהְי֕וּ כְּ⁠א֖וּד מֻצָּ֣ל מִ⁠שְׂרֵפָ֑ה	0	God speaks of those who survived the plague and war as if they were a burning stick that someone pulled out of a fire. Alternate translation: “Some of you survived, like a burning stick that someone pulls out of a fire” (See also: [[rc://*/ta/man/translate/figs-activepassive]])
4:12	bg4y			Connecting Statement:	~	0	# Connecting Statement:\n\nGod continues to speak to the people of Israel.
4:12	p5ze		rc://*/ta/man/translate/figs-123person	prepare to meet your God	הִכּ֥וֹן לִ⁠קְרַאת אֱלֹהֶ֖י⁠ךָ	0	God says this to warn the people of Israel that he will judge them. Alternate translation: “prepare to meet me, your God” (See also: [[rc://*/ta/man/translate/figs-explicit]])
4:13	krg8		rc://*/ta/man/translate/figs-123person	he who forms the mountains … reveals his thoughts … is his name	~	0	It is not clear whether Amos is speaking about God, or God is speaking about himself. If God is speaking about himself, it can be translated with the words “I” and “me.” Alternate translation: “I who form the mountains … reveal my thoughts … is my name”
4:13	n7pa			makes the morning darkness	עֹשֵׂ֥ה שַׁ֨חַר֙ עֵיפָ֔ה	0	This could mean: (1) God causes the day to be very dark with thick clouds. Alternate translation: “makes the morning dark” or (2) God causes time to pass, so every day becomes night. Alternate translation: “makes morning and evening”
4:13	s3jv		rc://*/ta/man/translate/figs-metaphor	treads on the high places of the earth	וְ⁠דֹרֵ֖ךְ עַל בָּ֣מֳתֵי אָ֑רֶץ	0	God ruling over all the earth is spoken of as if he walks on the highest places of the earth. Alternate translation: “rules over all the earth” or “rules over even the highest places of the earth”
4:13	sha6			Yahweh, God of hosts, is his name	יְהוָ֥ה אֱלֹהֵֽי צְבָא֖וֹת שְׁמֽ⁠וֹ	0	By declaring his full name, Yahweh is declaring his power and authority to do these things. Your language may have a way for people to do this.
5:intro	w1eh					0	# Amos 5 General Notes\n\n## Structure and formatting\n\nThis chapter continues to be written in a poetic format and foretells the destruction of the kingdom of Israel.\n\n## Special concepts in this chapter\n\n### Place Names\n\nThis chapter refers to various places in land of Israel (i.e. Gilgal, Bethel, Beersheba). Normally these places have good connotations, but here they are referred to negatively. This is most likely because these cities became known for their idol worship. (See: [[rc://*/ta/man/translate/translate-names]])\n\n### City gate\n\nThe “city gate” is mentioned several times. This was a place where people would go with legal and financial issues. (See: [[rc://*/ta/man/translate/figs-explicit]])
